Location,Household Type,TimeFrame,DataFormat,Data,Fips,Median_Income
Sheepshead Bay,All Households,"2010",Dollars,"55168.29588","315","55168"
Bensonhurst,All Households,"2010",Dollars,"44940.2809","311","44940"
Coney Island,All Households,"2010",Dollars,"34214.02622","313","34214"
Astoria,All Households,"2010",Dollars,"54671.23127","401","54671"
Jackson Heights,All Households,"2010",Dollars,"52744.07772","403","52744"
Flushing,All Households,"2010",Dollars,"61223.55337","407","61224"
Bayside,All Households,"2010",Dollars,"82837.05056","411","82837"
Queens Village,All Households,"2010",Dollars,"89391.72285","413","89392"
Fresh Meadows/Briarwood,All Households,"2010",Dollars,"64906.29682","408","64906"
Elmhurst/Corona,All Households,"2010",Dollars,"48518.44101","404","48518"
Rego Park/Forest Hills,All Households,"2010",Dollars,"64792.31273","406","64792"
Sunnyside/Woodside,All Households,"2010",Dollars,"61332.83708","402","61333"
Ridgewood/Glendale,All Households,"2010",Dollars,"62585.48689","405","62585"
Woodhaven,All Households,"2010",Dollars,"67158.95131","409","67159"
Jamaica/St. Albans,All Households,"2010",Dollars,"58480.88483","412","58481"
Howard Beach,All Households,"2010",Dollars,"66164.8221","410","66165"
The Rockaways,All Households,"2010",Dollars,"56315.18727","414","56315"
Bronx,All Households,"2010",Dollars,"38270.44944","36005","38270"
Brooklyn,All Households,"2010",Dollars,"49521.97097","36047","49522"
Manhattan,All Households,"2010",Dollars,"75008.57678","36061","75009"
Queens,All Households,"2010",Dollars,"62343.4176","36081","62343"
Staten Island,All Households,"2010",Dollars,"82914.60674","36085","82915"
New York City,All Households,"2010",Dollars,"57277.58895","3651000","57278"
Riverdale,Families,"2010",Dollars,"64097.8324","208","64098"
Williamsbridge,Families,"2010",Dollars,"57578.41292","212","57578"
Throgs Neck,Families,"2010",Dollars,"67215.35581","210","67215"
Pelham Parkway,Families,"2010",Dollars,"60685.36049","211","60685"
Morrisania,Families,"2010",Dollars,"29723.99345","203","29724"
East Tremont,Families,"2010",Dollars,"29723.99345","206","29724"
Bedford Park,Families,"2010",Dollars,"35295.11236","207","35295"
University Heights,Families,"2010",Dollars,"31959.02154","205","31959"
Concourse/Highbridge,Families,"2010",Dollars,"34585.35581","204","34585"
Unionport/Soundview,Families,"2010",Dollars,"47707.6264","209","47708"
Mott Haven,Families,"2010",Dollars,"26681.67603","201","26682"
Hunts Point,Families,"2010",Dollars,"26681.67603","202","26682"
Washington Heights,Families,"2010",Dollars,"50547.82772","112","50548"
Manhattanville,Families,"2010",Dollars,"47836.8867","109","47837"
Central Harlem,Families,"2010",Dollars,"45413.84363","110","45414"
East Harlem,Families,"2010",Dollars,"40301.01124","111","40301"
Upper East Side,Families,"2010",Dollars,"201667.2191","108","201667"
Upper West Side,Families,"2010",Dollars,"165895.0187","107","165895"
Chelsea/Clinton,Families,"2010",Dollars,"124742.0646","104","124742"
Midtown Business District,Families,"2010",Dollars,"124742.0646","105","124742"
Murray Hill/Stuyvesant,Families,"2010",Dollars,"168620.0609","106","168620"
Lower East Side,Families,"2010",Dollars,"51351.59176","103","51352"
Battery Park/Tribeca,Families,"2010",Dollars,"189978.5627","101","189979"
Greenwich Village,Families,"2010",Dollars,"189978.5627","102","189979"
Tottenville,Families,"2010",Dollars,"117887.7435","503","117888"
South Beach,Families,"2010",Dollars,"98748.99345","502","98749"
St. George,Families,"2010",Dollars,"80136.68539","501","80137"
Williamsburg/Greenpoint,Families,"2010",Dollars,"48433.83427","301","48434"
Bushwick,Families,"2010",Dollars,"46050.74438","304","46051"
Bedford Stuyvesant,Families,"2010",Dollars,"49024.90637","303","49025"
Fort Greene/Brooklyn Hts,Families,"2010",Dollars,"101862.9916","302","101863"
Park Slope,Families,"2010",Dollars,"119438.867","306","119439"
Crown Heights North,Families,"2010",Dollars,"45860.37921","308","45860"
Brownsville,Families,"2010",Dollars,"35973.14139","316","35973"
East New York,Families,"2010",Dollars,"41184.68165","305","41185"
Canarsie,Families,"2010",Dollars,"75338.77809","318","75339"
East Flatbush,Families,"2010",Dollars,"56834.57865","317","56835"
Crown Heights South,Families,"2010",Dollars,"49183.54401","309","49184"
Sunset Park,Families,"2010",Dollars,"45474.9485","307","45475"
Bay Ridge,Families,"2010",Dollars,"60063.73596","310","60064"
Borough Park,Families,"2010",Dollars,"46896.8118","312","46897"
Flatbush/Midwood,Families,"2010",Dollars,"55711.18914","314","55711"
Sheepshead Bay,Families,"2010",Dollars,"72116.67135","315","72117"
Bensonhurst,Families,"2010",Dollars,"54333.9794","311","54334"
Coney Island,Families,"2010",Dollars,"48598.34738","313","48598"
Astoria,Families,"2010",Dollars,"59281.1236","401","59281"
Jackson Heights,Families,"2010",Dollars,"53852.19101","403","53852"
Flushing,Families,"2010",Dollars,"71052.03652","407","71052"
Bayside,Families,"2010",Dollars,"92201.37172","411","92201"
Queens Village,Families,"2010",Dollars,"98324.78464","413","98325"
Fresh Meadows/Briarwood,Families,"2010",Dollars,"79673.6985","408","79674"
Elmhurst/Corona,Families,"2010",Dollars,"50764.04494","404","50764"
Rego Park/Forest Hills,Families,"2010",Dollars,"80627.87453","406","80628"
Sunnyside/Woodside,Families,"2010",Dollars,"67913.36142","402","67913"
Ridgewood/Glendale,Families,"2010",Dollars,"67439.79869","405","67440"
Woodhaven,Families,"2010",Dollars,"75979.20412","409","75979"
Jamaica/St. Albans,Families,"2010",Dollars,"66554.95318","412","66555"
Howard Beach,Families,"2010",Dollars,"74499.76124","410","74500"
The Rockaways,Families,"2010",Dollars,"67935.6882","414","67936"
Bronx,Families,"2010",Dollars,"43040.15449","36005","43040"
Brooklyn,Families,"2010",Dollars,"54842.79494","36047","54843"
Manhattan,Families,"2010",Dollars,"91888.79682","36061","91889"
Queens,Families,"2010",Dollars,"71020.30899","36081","71020"
Staten Island,Families,"2010",Dollars,"96834.76592","36085","96835"
New York City,Families,"2010",Dollars,"62976.79307","3651000","62977"
Riverdale,Families with Children,"2010",Dollars,"46292.81367","208","46293"
Williamsbridge,Families with Children,"2010",Dollars,"41527.80899","212","41528"
Throgs Neck,Families with Children,"2010",Dollars,"52989.67228","210","52990"
Pelham Parkway,Families with Children,"2010",Dollars,"44843.92322","211","44844"
Morrisania,Families with Children,"2010",Dollars,"26350.29963","203","26350"
East Tremont,Families with Children,"2010",Dollars,"26350.29963","206","26350"
Bedford Park,Families with Children,"2010",Dollars,"30278.63764","207","30279"
University Heights,Families with Children,"2010",Dollars,"25104.70037","205","25105"
Concourse/Highbridge,Families with Children,"2010",Dollars,"27996.60581","204","27997"
Unionport/Soundview,Families with Children,"2010",Dollars,"37249.29307","209","37249"
Mott Haven,Families with Children,"2010",Dollars,"24228.08052","201","24228"
Hunts Point,Families with Children,"2010",Dollars,"24228.08052","202","24228"
Washington Heights,Families with Children,"2010",Dollars,"43907.3736","112","43907"
Manhattanville,Families with Children,"2010",Dollars,"41702.89794","109","41703"
Central Harlem,Families with Children,"2010",Dollars,"38625.32772","110","38625"
East Harlem,Families with Children,"2010",Dollars,"33001.32959","111","33001"
Upper East Side,Families with Children,"2010",Dollars,"269410.192","108","269410"
Upper West Side,Families with Children,"2010",Dollars,"205958.6611","107","205959"
Chelsea/Clinton,Families with Children,"2010",Dollars,"122260.2669","104","122260"
Midtown Business District,Families with Children,"2010",Dollars,"122260.2669","105","122260"
Murray Hill/Stuyvesant,Families with Children,"2010",Dollars,"176999.6536","106","177000"
Lower East Side,Families with Children,"2010",Dollars,"48289.29775","103","48289"
Battery Park/Tribeca,Families with Children,"2010",Dollars,"267781.5122","101","267782"
Greenwich Village,Families with Children,"2010",Dollars,"267781.5122","102","267782"
Tottenville,Families with Children,"2010",Dollars,"120302.5609","503","120303"
South Beach,Families with Children,"2010",Dollars,"99201.40449","502","99201"
St. George,Families with Children,"2010",Dollars,"62737.07397","501","62737"
Williamsburg/Greenpoint,Families with Children,"2010",Dollars,"42312.77154","301","42313"
Bushwick,Families with Children,"2010",Dollars,"39117.69195","304","39118"
Bedford Stuyvesant,Families with Children,"2010",Dollars,"33500.74438","303","33501"
Fort Greene/Brooklyn Hts,Families with Children,"2010",Dollars,"133208.6142","302","133209"
Park Slope,Families with Children,"2010",Dollars,"139404.883","306","139405"
Crown Heights North,Families with Children,"2010",Dollars,"38188.19288","308","38188"
Brownsville,Families with Children,"2010",Dollars,"27876.74625","316","27877"
East New York,Families with Children,"2010",Dollars,"35337.41573","305","35337"
Canarsie,Families with Children,"2010",Dollars,"71639.58333","318","71640"
East Flatbush,Families with Children,"2010",Dollars,"53868.64232","317","53869"
Crown Heights South,Families with Children,"2010",Dollars,"44128.2912","309","44128"
Sunset Park,Families with Children,"2010",Dollars,"38573.6236","307","38574"
Bay Ridge,Families with Children,"2010",Dollars,"55297.55618","310","55298"
Borough Park,Families with Children,"2010",Dollars,"40496.07678","312","40496"
Flatbush/Midwood,Families with Children,"2010",Dollars,"47956.74625","314","47957"
Sheepshead Bay,Families with Children,"2010",Dollars,"78263.58614","315","78264"
Bensonhurst,Families with Children,"2010",Dollars,"48990.82865","311","48991"
Coney Island,Families with Children,"2010",Dollars,"47510.21067","313","47510"
Astoria,Families with Children,"2010",Dollars,"49312.80431","401","49313"
Jackson Heights,Families with Children,"2010",Dollars,"42902.66854","403","42903"
Flushing,Families with Children,"2010",Dollars,"71708.91386","407","71709"
Bayside,Families with Children,"2010",Dollars,"94203.73127","411","94204"
Queens Village,Families with Children,"2010",Dollars,"86821.79307","413","86822"
Fresh Meadows/Briarwood,Families with Children,"2010",Dollars,"78284.73783","408","78285"
Elmhurst/Corona,Families with Children,"2010",Dollars,"42545.44007","404","42545"
Rego Park/Forest Hills,Families with Children,"2010",Dollars,"81828.82022","406","81829"
Sunnyside/Woodside,Families with Children,"2010",Dollars,"59424.48502","402","59424"
Ridgewood/Glendale,Families with Children,"2010",Dollars,"59612.5","405","59613"
Woodhaven,Families with Children,"2010",Dollars,"63281.14232","409","63281"
Jamaica/St. Albans,Families with Children,"2010",Dollars,"53117.75749","412","53118"
Howard Beach,Families with Children,"2010",Dollars,"72520.90356","410","72521"
The Rockaways,Families with Children,"2010",Dollars,"59902.74813","414","59903"
Bronx,Families with Children,"2010",Dollars,"33297.45318","36005","33297"
Brooklyn,Families with Children,"2010",Dollars,"48834.5412","36047","48835"
Manhattan,Families with Children,"2010",Dollars,"90285.9691","36061","90286"
Queens,Families with Children,"2010",Dollars,"64147.18633","36081","64147"
Staten Island,Families with Children,"2010",Dollars,"93430.51966","36085","93431"
New York City,Families with Children,"2010",Dollars,"53984.97659","3651000","53985"
Riverdale,Families without Children,"2010",Dollars,"73276.48876","208","73276"
Williamsbridge,Families without Children,"2010",Dollars,"69372.82772","212","69373"
Throgs Neck,Families without Children,"2010",Dollars,"81892.27528","210","81892"
Pelham Parkway,Families without Children,"2010",Dollars,"75633.72659","211","75634"
Morrisania,Families without Children,"2010",Dollars,"42424.40543","203","42424"
East Tremont,Families without Children,"2010",Dollars,"42424.40543","206","42424"
Bedford Park,Families without Children,"2010",Dollars,"52591.31554","207","52591"
University Heights,Families without Children,"2010",Dollars,"40513.70318","205","40514"
Concourse/Highbridge,Families without Children,"2010",Dollars,"38117.68727","204","38118"
Unionport/Soundview,Families without Children,"2010",Dollars,"57935.64139","209","57936"
Mott Haven,Families without Children,"2010",Dollars,"33642.93071","201","33643"
Hunts Point,Families without Children,"2010",Dollars,"33642.93071","202","33643"
Washington Heights,Families without Children,"2010",Dollars,"54886.27341","112","54886"
Manhattanville,Families without Children,"2010",Dollars,"50323.38483","109","50323"
Central Harlem,Families without Children,"2010",Dollars,"47634.7706","110","47635"
East Harlem,Families without Children,"2010",Dollars,"48212.91667","111","48213"
Upper East Side,Families without Children,"2010",Dollars,"171293.3989","108","171293"
Upper West Side,Families without Children,"2010",Dollars,"137281.4888","107","137281"
Chelsea/Clinton,Families without Children,"2010",Dollars,"125086.367","104","125086"
Midtown Business District,Families without Children,"2010",Dollars,"125086.367","105","125086"
Murray Hill/Stuyvesant,Families without Children,"2010",Dollars,"166241.6714","106","166242"
Lower East Side,Families without Children,"2010",Dollars,"53257.59363","103","53258"
Battery Park/Tribeca,Families without Children,"2010",Dollars,"159903.2163","101","159903"
Greenwich Village,Families without Children,"2010",Dollars,"159903.2163","102","159903"
Tottenville,Families without Children,"2010",Dollars,"111840.7116","503","111841"
South Beach,Families without Children,"2010",Dollars,"98580.95506","502","98581"
